operate_size,tree_size,avg_stash,min_stash,max_stash,avg_time,min_time,max_time
100000,200000,0,0,0,3257,2791,3867
100000,1000000,0,0,0,3481,3145,3786
200000,200000,0,0,0,3273,2938,3648
200000,1000000,0,0,0,3231,2880,3659
500000,200000,0,0,0,3819,2994,4953
500000,1000000,0,0,0,3530,2887,4497
700000,200000,0,0,0,3700,2918,5266
700000,1000000,0,0,0,3318,2954,3901
1000000,200000,0,0,0,3470,2998,3957
1000000,1000000,0,0,0,3464,3019,3734
