operate_size,tree_size,avg_stash,min_stash,max_stash,avg_time,min_time,max_time
100000,200000,53,51,56,4821674,4388840,6691949
100000,1000000,743,730,761,16241652,15061046,17451495
200000,200000,53,50,56,6578192,5908288,8455689
200000,1000000,744,730,759,17729283,16544729,18719635
500000,200000,53,52,56,11329194,10626058,12650585
