operate_size,tree_size,avg_stash,min_stash,max_stash,avg_time,min_time,max_time
100000,200000,54,51,60,4300,4255,4367
100000,1000000,67,62,76,19867,19461,20466
200000,200000,55,52,59,5746,5685,5796
200000,1000000,63,61,67,21581,21368,21911
500000,200000,52,50,55,10073,9895,10322
500000,1000000,65,62,69,27557,27089,28036
700000,200000,54,50,59,13535,13474,13642
700000,1000000,64,59,68,31517,30379,31848
1000000,200000,55,52,60,17527,17164,17926
1000000,1000000,64,60,73,37019,36885,37132
